sentence id,sentence,PLL score,nr. of tokens
tensor(459),The negotiator was saved by the captive.,-34.17828845977783,12
tensor(460),The detective found the assailant.,-25.54499578475952,10
tensor(461),The assailant found the detective.,-34.91326856613159,10
tensor(462),The assailant was found by the detective.,-27.955456733703613,12
tensor(463),The detective was found by the assailant.,-33.01962471008301,12
tensor(464),The sleuth located the attacker.,-34.04827356338501,10
tensor(465),The attacker located the sleuth.,-27.7675724029541,10
tensor(466),The attacker was located by the sleuth.,-37.04617786407471,12
tensor(467),The sleuth was located by the attacker.,-35.4818549156189,12
tensor(468),The artisan trained the apprentice.,-24.555317878723145,9
tensor(469),The apprentice trained the artisan.,-22.677290439605713,9
tensor(470),The apprentice was trained by the artisan.,-22.29891872406006,11
tensor(471),The artisan was trained by the apprentice.,-22.866336822509766,11
tensor(472),The craftsman taught the trainee.,-28.036972522735596,10
tensor(473),The trainee taught the craftsman.,-27.91409206390381,10
tensor(474),The trainee was taught by the craftsman.,-26.646767616271973,12
tensor(475),The craftsman was taught by the trainee.,-27.11033821105957,12
tensor(476),The biker defied the trainer.,-34.72521781921387,10
tensor(477),The trainer defied the biker.,-31.58193349838257,10
tensor(478),The trainer was defied by the biker.,-39.98549270629883,12
tensor(479),The biker was defied by the trainer.,-37.303870677948,12
tensor(480),The cyclist disobeyed the coach.,-32.11796569824219,11
tensor(481),The coach disobeyed the cyclist.,-36.77334547042847,11
tensor(482),The coach was disobeyed by the cyclist.,-31.752912998199463,13
tensor(483),The cyclist was disobeyed by the coach.,-32.28359842300415,13
tensor(484),The speaker engrossed the audience.,-31.356131076812744,10
tensor(485),The audience engrossed the speaker.,-33.78749370574951,10
tensor(486),The audience was engrossed by the speaker.,-33.51113033294678,12
tensor(487),The speaker was engrossed by the audience.,-34.43405246734619,12
tensor(488),The genius shocked the cousin.,-36.9147891998291,8
tensor(489),The cousin shocked the genius.,-39.30932807922363,8
tensor(490),The cousin was shocked by the genius.,-29.918845176696777,10
tensor(491),The genius was shocked by the cousin.,-36.52199745178223,10
tensor(492),The prodigy surprised the relative.,-44.82965612411499,10
tensor(493),The relative surprised the prodigy.,-42.716493129730225,10
tensor(494),The relative was surprised by the prodigy.,-38.76117515563965,12
tensor(495),The prodigy was surprised by the relative.,-39.78633737564087,12
tensor(496),The smuggler bribed the bureaucrat.,-38.56017303466797,12
tensor(497),The bureaucrat bribed the smuggler.,-35.39497089385986,12
tensor(498),The bureaucrat was bribed by the smuggler.,-33.33331775665283,14
tensor(499),The smuggler was bribed by the bureaucrat.,-36.449923515319824,14
tensor(500),The amateur irked the maestro.,-48.30209255218506,11
tensor(501),The maestro irked the amateur.,-45.076313972473145,11
tensor(502),The maestro was irked by the amateur.,-41.99252700805664,13
tensor(503),The amateur was irked by the maestro.,-40.401761054992676,13
tensor(504),The novice irritated the virtuoso.,-46.25175762176514,12
tensor(505),The virtuoso irritated the novice.,-42.30278205871582,12
tensor(506),The virtuoso was irritated by the novice.,-40.79660987854004,14
tensor(507),The novice was irritated by the virtuoso.,-41.162471771240234,14
tensor(508),The lawyer questioned the witness.,-13.93014907836914,8
tensor(509),The witness questioned the lawyer.,-21.227474689483643,8
tensor(510),The witness was questioned by the lawyer.,-18.425211906433105,10
tensor(511),The lawyer was questioned by the witness.,-18.6598539352417,10
tensor(512),The attorney interrogated the bystander.,-42.72222948074341,12
tensor(513),The bystander interrogated the attorney.,-47.397294998168945,12
tensor(514),The bystander was interrogated by the attorney.,-43.430908203125,14
tensor(515),The attorney was interrogated by the bystander.,-45.40210294723511,14
tensor(516),The singer disappointed the enthusiast.,-40.81689977645874,11
tensor(517),The enthusiast disappointed the singer.,-34.119441986083984,11
tensor(518),The enthusiast was disappointed by the singer.,-37.066773891448975,13
tensor(519),The singer was disappointed by the enthusiast.,-34.73888874053955,13
tensor(520),The vocalist disillusioned the connoisseur.,-54.16956949234009,14
tensor(521),The connoisseur disillusioned the vocalist.,-52.58178663253784,14
tensor(522),The connoisseur was disillusioned by the vocalist.,-53.98607921600342,16
tensor(523),The vocalist was disillusioned by the connoisseur.,-53.965264320373535,16
tensor(524),The chauffeur drove the diplomat.,-42.967979431152344,11
tensor(525),The diplomat drove the chauffeur.,-39.04956579208374,11
tensor(526),The diplomat was driven by the chauffeur.,-41.24763822555542,13
tensor(527),The chauffeur was driven by the diplomat.,-38.21232509613037,13
tensor(528),The driver transported the ambassador.,-24.48380184173584,8
tensor(529),The ambassador transported the driver.,-28.739129543304443,8
tensor(530),The ambassador was transported by the driver.,-29.44117307662964,10
tensor(531),The driver was transported by the ambassador.,-27.717450618743896,10
tensor(532),The guard apprehended the prisoner.,-23.064972400665283,11
tensor(533),The prisoner apprehended the guard.,-28.29729652404785,11
tensor(534),The prisoner was apprehended by the guard.,-23.98818016052246,13
tensor(535),The guard was apprehended by the prisoner.,-26.526838302612305,13
tensor(536),The warden caught the inmate.,-32.359557151794434,10
tensor(537),The inmate caught the warden.,-34.85605812072754,10
tensor(538),The inmate was caught by the warden.,-30.47941827774048,12
tensor(539),The warden was caught by the inmate.,-35.458773612976074,12
tensor(540),The tailor costumed the dancer.,-35.138527393341064,10
tensor(541),The dancer costumed the tailor.,-32.633591175079346,10
tensor(542),The dancer was costumed by the tailor.,-30.26229476928711,12
tensor(543),The tailor was costumed by the dancer.,-36.62548828125,12
tensor(544),The dressmaker attired the ballerina.,-29.346351146697998,11
tensor(545),The ballerina attired the dressmaker.,-31.63414430618286,11
tensor(546),The ballerina was attired by the dressmaker.,-32.3776912689209,13
tensor(547),The dressmaker was attired by the ballerina.,-39.19020700454712,13
tensor(548),The principal scolded the child.,-29.199206829071045,10
tensor(549),The child scolded the principal.,-30.416643142700195,10
tensor(550),The child was scolded by the principal.,-30.83529567718506,12
tensor(551),The principal was scolded by the child.,-36.180906772613525,12
tensor(552),The headmaster reprimanded the kid.,-34.45076131820679,11
tensor(553),The kid reprimanded the headmaster.,-41.123361110687256,11
tensor(554),The kid was reprimanded by the headmaster.,-28.88849687576294,13
tensor(555),The headmaster was reprimanded by the kid.,-36.71251440048218,13
tensor(556),The lord named the heir.,-23.619237899780273,8
tensor(557),The heir named the lord.,-26.830523014068604,8
tensor(558),The heir was named by the lord.,-22.867907524108887,10
tensor(559),The lord was named by the heir.,-27.513147830963135,10
tensor(560),The baron chose the successor.,-26.394827842712402,8
tensor(561),The successor chose the baron.,-33.42932987213135,8
tensor(562),The successor was chosen by the baron.,-18.327946662902832,10
tensor(563),The baron was chosen by the successor.,-32.85397720336914,10
tensor(564),The cop restrained the rioter.,-21.63248920440674,9
tensor(565),The rioter restrained the cop.,-26.08243417739868,9
tensor(566),The rioter was restrained by the cop.,-23.6872820854187,11
tensor(567),The cop was restrained by the rioter.,-23.30022096633911,11
tensor(568),The policeman subdued the rabble-rouser.,-47.006011962890625,14
tensor(569),The rabble-rouser subdued the policeman.,-48.07178020477295,14
tensor(570),The rabble-rouser was subdued by the policeman.,-44.373475551605225,16
tensor(571),The policeman was subdued by the rabble-rouser.,-45.19631004333496,16
tensor(572),The dad coddled the baby.,-28.258808135986328,9
tensor(573),The baby coddled the dad.,-31.44938373565674,9
tensor(574),The baby was coddled by the dad.,-27.555954933166504,11
tensor(575),The dad was coddled by the baby.,-29.36095142364502,11
tensor(576),The father pampered the infant.,-32.7877893447876,10
tensor(577),The infant pampered the father.,-39.41400194168091,10
tensor(578),The infant was pampered by the father.,-31.400866508483887,12
tensor(579),The father was pampered by the infant.,-35.16462516784668,12
tensor(580),The king exiled the rebel.,-17.520376682281494,8
tensor(581),The rebel exiled the king.,-18.680153369903564,8
tensor(582),The rebel was exiled by the king.,-14.757866382598877,10
tensor(583),The king was exiled by the rebel.,-19.821535110473633,10
tensor(584),The monarch banished the insurgent.,-31.851137161254883,10
tensor(585),The insurgent banished the monarch.,-35.609957695007324,10
tensor(586),The insurgent was banished by the monarch.,-31.739187240600586,12
tensor(587),The monarch was banished by the insurgent.,-32.11518096923828,12
tensor(588),The thief robbed the manufacturer.,-20.54322910308838,8
tensor(589),The manufacturer robbed the thief.,-24.823932647705078,8
tensor(590),The manufacturer was robbed by the thief.,-22.07075786590576,10
tensor(591),The thief was robbed by the manufacturer.,-24.995986461639404,10
tensor(592),The robber burgled the industrialist.,-48.7866792678833,12
tensor(593),The industrialist burgled the robber.,-49.50675678253174,12
tensor(594),The industrialist was burgled by the robber.,-47.60338306427002,14
tensor(595),The robber was burgled by the industrialist.,-44.19062614440918,14
tensor(596),The pessimist discouraged the contestant.,-41.38417434692383,11
tensor(597),The contestant discouraged the pessimist.,-49.84629821777344,11
tensor(598),The contestant was discouraged by the pessimist.,-40.7542667388916,13
tensor(599),The pessimist was discouraged by the contestant.,-45.64041185379028,13
tensor(600),The cynic dissuaded the participant.,-46.199382305145264,13
tensor(601),The participant dissuaded the cynic.,-49.458094120025635,13
tensor(602),The participant was dissuaded by the cynic.,-45.64309883117676,15
tensor(603),The cynic was dissuaded by the participant.,-45.76500415802002,15
tensor(604),The loudmouth tormented the loner.,-42.37314748764038,11
tensor(605),The loner tormented the loudmouth.,-43.21403408050537,11
tensor(606),The loner was tormented by the loudmouth.,-41.58598470687866,13
tensor(607),The loudmouth was tormented by the loner.,-40.6020565032959,13
tensor(608),The windbag taunted the recluse.,-47.72548198699951,13
tensor(609),The recluse taunted the windbag.,-44.03919458389282,13
tensor(610),The recluse was taunted by the windbag.,-47.30951499938965,15
tensor(611),The windbag was taunted by the recluse.,-47.34238624572754,15
tensor(612),The imitator fooled the investigator.,-35.8900146484375,11
tensor(613),The investigator fooled the imitator.,-38.57018995285034,11
tensor(614),The investigator was fooled by the imitator.,-36.9616813659668,13
tensor(615),The imitator was fooled by the investigator.,-42.02560806274414,13
tensor(616),The impersonator conned the inspector.,-37.540112018585205,11
tensor(617),The inspector conned the impersonator.,-36.67664909362793,11
tensor(618),The inspector was conned by the impersonator.,-42.09793519973755,13
tensor(619),The impersonator was conned by the inspector.,-38.962464332580566,13
tensor(620),The boss fired the worker.,-27.06703805923462,8
tensor(621),The worker fired the boss.,-24.430474281311035,8
tensor(622),The worker was fired by the boss.,-19.438060760498047,10
tensor(623),The boss was fired by the worker.,-21.300629138946533,10
tensor(624),The pyromaniac unnerved the shopkeeper.,-52.25032377243042,14
tensor(625),The shopkeeper unnerved the pyromaniac.,-53.273290157318115,14
tensor(626),The shopkeeper was unnerved by the pyromaniac.,-44.99032735824585,16
tensor(627),The pyromaniac was unnerved by the shopkeeper.,-46.90736532211304,16
tensor(628),The arsonist alarmed the vendor.,-33.38036918640137,10
tensor(629),The vendor alarmed the arsonist.,-34.0394344329834,10
tensor(630),The vendor was alarmed by the arsonist.,-30.63899803161621,12
tensor(631),The arsonist was alarmed by the vendor.,-33.50185489654541,12
tensor(632),The professional supported the beginner.,-31.656725883483887,9
tensor(633),The beginner supported the professional.,-30.039499759674072,9
tensor(634),The beginner was supported by the professional.,-30.24787425994873,11
tensor(635),The professional was supported by the beginner.,-31.469176292419434,11
tensor(636),The master encouraged the rookie.,-27.173633575439453,8
tensor(637),The rookie encouraged the master.,-29.54108238220215,8
tensor(638),The rookie was encouraged by the master.,-29.16877031326294,10
tensor(639),The master was encouraged by the rookie.,-29.98341417312622,10
tensor(640),The magician hypnotized the crowd.,-35.070878982543945,12
tensor(641),The crowd hypnotized the magician.,-39.74988126754761,12
tensor(642),The crowd was hypnotized by the magician.,-32.71805667877197,14
tensor(643),The magician was hypnotized by the crowd.,-29.445643424987793,14
tensor(644),The businessman employed the expert.,-30.170421600341797,8
tensor(645),The expert employed the businessman.,-34.541255950927734,8
tensor(646),The expert was employed by the businessman.,-27.29713010787964,10
tensor(647),The businessman was employed by the expert.,-31.6566743850708,10
tensor(648),The entrepreneur hired the specialist.,-29.634031295776367,8
tensor(649),The specialist hired the entrepreneur.,-32.91515922546387,8
tensor(650),The specialist was hired by the entrepreneur.,-24.046350479125977,10
tensor(651),The entrepreneur was hired by the specialist.,-26.994454383850098,10
tensor(652),The terrorist petrified the first lady.,-46.394686222076416,10
tensor(653),The first lady petrified the terrorist.,-41.255929470062256,10
tensor(654),The first lady was petrified by the terrorist.,-39.57696533203125,12
tensor(655),The terrorist was petrified by the first lady.,-37.36723232269287,12
tensor(656),The hijacker terrified the president's wife.,-32.01492786407471,13
tensor(657),The president's wife terrified the hijacker.,-37.12695074081421,13
tensor(658),The president's wife was terrified by the hijacker.,-35.31785488128662,15
tensor(659),The hijacker was terrified by the president's wife.,-40.413365840911865,15
tensor(660),The judge praised the gold medalist.,-20.47868585586548,9
tensor(661),The gold medalist praised the judge.,-24.068101406097412,9
tensor(662),The gold medalist was praised by the judge.,-23.72586965560913,11
tensor(663),The judge was praised by the gold medalist.,-24.25248146057129,11
tensor(664),The panelist congratulated the winner.,-46.61308765411377,12
tensor(665),The winner congratulated the panelist.,-51.65744876861572,12
tensor(666),The winner was congratulated by the panelist.,-36.78209209442139,14
tensor(667),The panelist was congratulated by the winner.,-39.507150650024414,14
tensor(668),The liar emulated the victor.,-46.88309574127197,11
tensor(669),The victor emulated the liar.,-48.33234977722168,11
tensor(670),The victor was emulated by the liar.,-49.99174928665161,13
tensor(671),The liar was emulated by the victor.,-51.99552917480469,13
tensor(672),The deceiver imitated the conqueror.,-43.20035171508789,12
tensor(673),The conqueror imitated the deceiver.,-42.18570137023926,12
tensor(674),The conqueror was imitated by the deceiver.,-45.042277336120605,14
tensor(675),The deceiver was imitated by the conqueror.,-41.3002347946167,14
tensor(676),The environmentalist cautioned the tobacconist.,-41.07665205001831,11
tensor(677),The tobacconist cautioned the environmentalist.,-38.04575157165527,11
tensor(678),The tobacconist was cautioned by the environmentalist.,-37.41898059844971,13
tensor(679),The environmentalist was cautioned by the tobacconist.,-36.01068115234375,13
tensor(680),The alcoholic hassled the guest.,-32.73037099838257,10
tensor(681),The guest hassled the alcoholic.,-34.85758590698242,10
tensor(682),The guest was hassled by the alcoholic.,-31.73004913330078,12
tensor(683),The alcoholic was hassled by the guest.,-32.278425216674805,12
tensor(684),The drunk bothered the visitor.,-28.277601718902588,8
tensor(685),The visitor bothered the drunk.,-30.70065975189209,8
tensor(686),The visitor was bothered by the drunk.,-25.411811351776123,10
tensor(687),The drunk was bothered by the visitor.,-27.322904586791992,10
tensor(688),The commentator vexed the athlete.,-36.193806171417236,9
tensor(689),The athlete vexed the commentator.,-38.766757011413574,9
tensor(690),The athlete was vexed by the commentator.,-40.81140327453613,11
tensor(691),The commentator was vexed by the athlete.,-45.99783134460449,11
tensor(692),The sportscaster peeved the jock.,-41.264941692352295,12
tensor(693),The jock peeved the sportscaster.,-40.05225372314453,12
tensor(694),The jock was peeved by the sportscaster.,-43.37348747253418,14
tensor(695),The sportscaster was peeved by the jock.,-43.3050012588501,14
tensor(696),The preacher hugged the churchgoer.,-32.503305435180664,10
tensor(697),The churchgoer hugged the preacher.,-32.27747678756714,10
tensor(698),The churchgoer was hugged by the preacher.,-32.684805393218994,12
tensor(699),The preacher was hugged by the churchgoer.,-33.67561864852905,12
tensor(700),The pastor embraced the parishioner.,-37.647117614746094,10
tensor(701),The parishioner embraced the pastor.,-38.718159675598145,10
tensor(702),The parishioner was embraced by the pastor.,-30.024714946746826,12
tensor(703),The pastor was embraced by the parishioner.,-39.271206855773926,12
tensor(704),The maniac mocked the clown.,-28.646389484405518,9
tensor(705),The clown mocked the maniac.,-28.472436904907227,9
tensor(706),The clown was mocked by the maniac.,-26.764653205871582,11
tensor(707),The maniac was mocked by the clown.,-25.538601875305176,11
tensor(708),The lunatic ridiculed the jester.,-44.8631854057312,14
tensor(709),The jester ridiculed the lunatic.,-45.98576211929321,14
tensor(710),The jester was ridiculed by the lunatic.,-45.06741189956665,16
tensor(711),The lunatic was ridiculed by the jester.,-46.313748359680176,16
tensor(712),The archivist contacted the inventor.,-26.545053482055664,9
tensor(713),The inventor contacted the archivist.,-27.409636974334717,9
tensor(714),The inventor was contacted by the archivist.,-23.7412371635437,11
tensor(715),The archivist was contacted by the inventor.,-24.498286724090576,11
tensor(716),The historian approached the innovator.,-35.44892740249634,10
tensor(717),The innovator approached the historian.,-44.495243072509766,10
tensor(718),The innovator was approached by the historian.,-39.67232131958008,12
tensor(719),The historian was approached by the innovator.,-36.54096221923828,12
tensor(720),The janitor called the landscaper.,-36.82155179977417,11
tensor(721),The landscaper called the janitor.,-40.04026508331299,11
tensor(722),The landscaper was called by the janitor.,-38.729976177215576,13
tensor(723),The janitor was called by the landscaper.,-38.202598094940186,13
tensor(724),The custodian phoned the gardener.,-35.37526559829712,12
tensor(725),The gardener phoned the custodian.,-35.28936004638672,12
tensor(726),The gardener was phoned by the custodian.,-40.83227348327637,14
tensor(727),The custodian was phoned by the gardener.,-40.43779373168945,14
tensor(728),The drummer annoyed the weatherman.,-33.90959548950195,9
tensor(729),The weatherman annoyed the drummer.,-33.62173414230347,9
tensor(730),The weatherman was annoyed by the drummer.,-32.195552825927734,11
tensor(731),The drummer was annoyed by the weatherman.,-33.8199987411499,11
tensor(732),The percussionist displeased the meteorologist.,-49.10667610168457,14
tensor(733),The meteorologist displeased the percussionist.,-52.366156578063965,14
tensor(734),The meteorologist was displeased by the percussionist.,-51.78197002410889,16
tensor(735),The percussionist was displeased by the meteorologist.,-51.00037097930908,16
tensor(736),The go-between belittled the defendant.,-29.95670509338379,12
tensor(737),The defendant belittled the go-between.,-28.738070487976074,12
tensor(738),The defendant was belittled by the go-between.,-31.135051727294922,14
tensor(739),The go-between was belittled by the defendant.,-27.64537286758423,14
tensor(740),The intermediary deprecated the felon.,-58.06830310821533,15
tensor(741),The felon deprecated the intermediary.,-55.58079814910889,15
tensor(742),The felon was deprecated by the intermediary.,-60.762988567352295,17
tensor(743),The intermediary was deprecated by the felon.,-55.35372304916382,17
tensor(744),The valet entertained the envoy.,-34.32219409942627,10
tensor(745),The envoy entertained the valet.,-37.58302688598633,10
tensor(746),The envoy was entertained by the valet.,-37.15231513977051,12
tensor(747),The valet was entertained by the envoy.,-33.44900989532471,12
tensor(748),The manservant amused the emissary.,-48.44294738769531,12
tensor(749),The emissary amused the manservant.,-49.5380539894104,12
tensor(750),The emissary was amused by the manservant.,-47.11289691925049,14
tensor(751),The manservant was amused by the emissary.,-48.959372997283936,14
tensor(752),The acrobat pushed the stranger.,-29.542529106140137,11
tensor(753),The stranger pushed the acrobat.,-29.422494411468506,11
tensor(754),The stranger was pushed by the acrobat.,-30.473294258117676,13
tensor(755),The acrobat was pushed by the stranger.,-27.689807891845703,13
tensor(756),The gymnast shoved the outsider.,-33.986785888671875,9
tensor(757),The outsider shoved the gymnast.,-44.96092987060547,9
tensor(758),The outsider was shoved by the gymnast.,-39.59043836593628,11
tensor(759),The gymnast was shoved by the outsider.,-36.52372360229492,11
tensor(760),The benefactor calmed the architect.,-42.52848148345947,10
tensor(761),The architect calmed the benefactor.,-44.12568759918213,10
tensor(762),The architect was calmed by the benefactor.,-41.05253219604492,12
tensor(763),The benefactor was calmed by the architect.,-36.16195774078369,12
tensor(764),The patron soothed the draftsman.,-39.561097145080566,11
tensor(765),The draftsman soothed the patron.,-38.629844188690186,11
tensor(766),The draftsman was soothed by the patron.,-39.815340518951416,13
tensor(767),The patron was soothed by the draftsman.,-36.66779804229736,13
tensor(768),The therapist lauded the hairdresser.,-38.68278884887695,11
tensor(769),The hairdresser lauded the therapist.,-43.360820293426514,11
tensor(770),The hairdresser was lauded by the therapist.,-43.2242751121521,13
tensor(771),The therapist was lauded by the hairdresser.,-46.0159478187561,13
tensor(772),The psychologist extolled the hairstylist.,-51.80399990081787,12
tensor(773),The hairstylist extolled the psychologist.,-55.483795166015625,12
tensor(774),The hairstylist was extolled by the psychologist.,-49.84833335876465,14
tensor(775),The psychologist was extolled by the hairstylist.,-52.44832181930542,14
tensor(776),The nobleman married the baroness.,-20.996981143951416,9
tensor(777),The baroness married the nobleman.,-25.416260719299316,9
tensor(778),The baroness was married by the nobleman.,-31.81119441986084,11
tensor(779),The nobleman was married by the baroness.,-27.203006744384766,11
tensor(780),The aristocrat wed the countess.,-27.771006107330322,11
tensor(781),The countess wed the aristocrat.,-28.688355922698975,11
tensor(782),The countess was wed by the aristocrat.,-34.72467660903931,13
tensor(783),The aristocrat was wed by the countess.,-29.658359050750732,13
tensor(784),The actuary assuaged the creditor.,-54.8995304107666,12
tensor(785),The creditor assuaged the actuary.,-53.51370620727539,12
tensor(786),The creditor was assuaged by the actuary.,-49.16513919830322,14
tensor(787),The actuary was assuaged by the creditor.,-50.77998685836792,14
tensor(788),The analyst relieved the investor.,-33.357404708862305,8
tensor(789),The investor relieved the analyst.,-30.69522762298584,8
tensor(790),The investor was relieved by the analyst.,-33.332767486572266,10
tensor(791),The analyst was relieved by the investor.,-33.232558250427246,10
tensor(792),The sailor frightened the psychic.,-38.19043731689453,8
tensor(793),The psychic frightened the sailor.,-27.937533378601074,8
tensor(794),The psychic was frightened by the sailor.,-34.94346237182617,10
tensor(795),The sailor was frightened by the psychic.,-28.198431968688965,10
tensor(796),The mariner scared the fortune-teller.,-32.19718313217163,12
tensor(797),The fortune-teller scared the mariner.,-28.880475997924805,12
tensor(798),The fortune-teller was scared by the mariner.,-35.56117248535156,14
tensor(799),The mariner was scared by the fortune-teller.,-31.29257869720459,14
tensor(800),The assistant flattered the auditor.,-36.74940872192383,10
tensor(801),The auditor flattered the assistant.,-35.81067991256714,10
tensor(802),The auditor was flattered by the assistant.,-38.02586650848389,12
tensor(803),The assistant was flattered by the auditor.,-36.14583110809326,12
tensor(804),The helper complimented the appraiser.,-36.97521686553955,11
tensor(805),The appraiser complimented the helper.,-33.538262367248535,11
tensor(806),The appraiser was complimented by the helper.,-37.09532356262207,13
tensor(807),The helper was complimented by the appraiser.,-35.09181594848633,13
tensor(808),The immigrant believed the trooper.,-36.830634117126465,9
tensor(809),The trooper believed the immigrant.,-35.24061107635498,9
tensor(810),The trooper was believed by the immigrant.,-38.063283920288086,11
tensor(811),The immigrant was believed by the trooper.,-38.70369243621826,11
tensor(812),The foreigner trusted the patrolman.,-27.083001136779785,10
tensor(813),The patrolman trusted the foreigner.,-25.62079954147339,10
tensor(814),The patrolman was trusted by the foreigner.,-26.281280040740967,12
tensor(815),The foreigner was trusted by the patrolman.,-27.808228969573975,12
tensor(816),The mapmaker affronted the farmer.,-46.61119604110718,12
tensor(817),The farmer affronted the mapmaker.,-45.165926456451416,12
tensor(818),The farmer was affronted by the mapmaker.,-44.27764654159546,14
tensor(819),The mapmaker was affronted by the farmer.,-47.59007167816162,14
tensor(820),The cartographer insulted the rancher.,-30.571088790893555,10
tensor(821),The rancher insulted the cartographer.,-33.27395009994507,10
tensor(822),The rancher was insulted by the cartographer.,-33.42708396911621,12
tensor(823),The cartographer was insulted by the rancher.,-34.16730976104736,12
tensor(824),The poet awed the entertainer.,-36.208008766174316,10
tensor(825),The entertainer awed the poet.,-36.13970375061035,10
tensor(826),The entertainer was awed by the poet.,-36.259135246276855,12
tensor(827),The poet was awed by the entertainer.,-33.935418128967285,12
tensor(828),The lyricist dazzled the performer.,-34.04108285903931,10
tensor(829),The performer dazzled the lyricist.,-36.87184000015259,10
tensor(830),The performer was dazzled by the lyricist.,-32.95662260055542,12
tensor(831),The lyricist was dazzled by the performer.,-34.39403438568115,12
tensor(832),The peddler tested the manager.,-40.43388557434082,10
tensor(833),The manager tested the peddler.,-34.79344034194946,10
tensor(834),The manager was tested by the peddler.,-40.45908069610596,12
tensor(835),The peddler was tested by the manager.,-35.355623722076416,12
tensor(836),The traveling salesman challenged the executive.,-20.476396560668945,9
tensor(837),The executive challenged the traveling salesman.,-23.70195960998535,9
tensor(838),The executive was challenged by the traveling salesman.,-26.96494197845459,11
tensor(839),The traveling salesman was challenged by the executive.,-26.548848152160645,11
tensor(840),The musician admired the diva.,-28.985692501068115,9
tensor(841),The diva admired the musician.,-26.742433071136475,9
tensor(842),The diva was admired by the musician.,-29.791679859161377,11
tensor(843),The musician was admired by the diva.,-26.456345558166504,11
tensor(844),The instrumentalist adored the prima donna.,-49.231677532196045,13
tensor(845),The prima donna adored the instrumentalist.,-51.21135902404785,13
tensor(846),The prima donna was adored by the instrumentalist.,-49.52551460266113,15
tensor(847),The instrumentalist was adored by the prima donna.,-49.3348388671875,15
tensor(848),The general welcomed the hero.,-21.558259963989258,8
tensor(849),The hero welcomed the general.,-25.803229331970215,8
tensor(850),The hero was welcomed by the general.,-21.401881217956543,10
tensor(851),The general was welcomed by the hero.,-25.525681018829346,10
tensor(852),The commander greeted the champion.,-26.359434127807617,8
tensor(853),The champion greeted the commander.,-28.12806224822998,8
tensor(854),The champion was greeted by the commander.,-26.984253406524658,10
tensor(855),The commander was greeted by the champion.,-25.342776775360107,10
tensor(856),The cobbler disdained the stonecutter.,-47.7413067817688,15
tensor(857),The stonecutter disdained the cobbler.,-46.97628307342529,15
tensor(858),The stonecutter was disdained by the cobbler.,-44.427412033081055,17
tensor(859),The cobbler was disdained by the stonecutter.,-44.59602355957031,17
tensor(860),The shoemaker scorned the mason.,-31.857712268829346,12
tensor(861),The mason scorned the shoemaker.,-32.63822078704834,12
tensor(862),The mason was scorned by the shoemaker.,-39.63291120529175,14
tensor(863),The shoemaker was scorned by the mason.,-37.35445785522461,14
tensor(864),The postman noticed the chaplain.,-32.47084999084473,9
tensor(865),The chaplain noticed the postman.,-33.66304874420166,9
tensor(866),The chaplain was noticed by the postman.,-31.247236728668213,11
tensor(867),The postman was noticed by the chaplain.,-30.15333843231201,11
tensor(868),The mailman saw the minister.,-28.516276836395264,9
tensor(869),The minister saw the mailman.,-28.851107120513916,9
tensor(870),The minister was seen by the mailman.,-30.543450355529785,11
tensor(871),The mailman was seen by the minister.,-29.100772857666016,11
tensor(872),The composer begrudged the playwright.,-34.52103614807129,10
tensor(873),The playwright begrudged the composer.,-34.75742197036743,10
tensor(874),The playwright was begrudged by the composer.,-30.740022659301758,12
tensor(875),The composer was begrudged by the playwright.,-29.887484550476074,12
tensor(876),The songwriter envied the dramatist.,-37.16431427001953,10
tensor(877),The dramatist envied the songwriter.,-38.436275005340576,10
tensor(878),The dramatist was envied by the songwriter.,-34.614219665527344,12
tensor(879),The songwriter was envied by the dramatist.,-33.929444313049316,12
tensor(880),The missionary baffled the oracle.,-43.49718952178955,11
tensor(881),The oracle baffled the missionary.,-38.56080627441406,11
tensor(882),The oracle was baffled by the missionary.,-43.336586475372314,13
tensor(883),The missionary was baffled by the oracle.,-39.63636875152588,13
tensor(884),The evangelist mystified the soothsayer.,-57.892136096954346,15
tensor(885),The soothsayer mystified the evangelist.,-50.90479326248169,15
tensor(886),The soothsayer was mystified by the evangelist.,-62.51945114135742,17
tensor(887),The evangelist was mystified by the soothsayer.,-60.18092727661133,17
tensor(888),The trespasser choked the fighter.,-35.893128395080566,11
tensor(889),The fighter choked the trespasser.,-39.04896306991577,11
tensor(890),The fighter was choked by the trespasser.,-38.60736656188965,13
tensor(891),The trespasser was choked by the fighter.,-36.30789852142334,13
tensor(892),The broker introduced the donor.,-30.833304405212402,8
tensor(893),The donor introduced the broker.,-33.44972610473633,8
tensor(894),The donor was introduced by the broker.,-31.376269340515137,10
tensor(895),The broker was introduced by the donor.,-31.290668964385986,10
tensor(896),The dealer presented the sponsor.,-28.132173538208008,8
tensor(897),The sponsor presented the dealer.,-31.109838485717773,8
tensor(898),The sponsor was presented by the dealer.,-27.237574577331543,10
tensor(899),The dealer was presented by the sponsor.,-31.179712295532227,10
tensor(900),The shrink commended the dean.,-29.713388919830322,8
tensor(901),The dean commended the shrink.,-28.431286334991455,8
tensor(902),The dean was commended by the shrink.,-31.30008888244629,10
tensor(903),The shrink was commended by the dean.,-26.750410556793213,10
tensor(904),The psychiatrist applauded the provost.,-50.72544002532959,12
