sentence id,sentence,PLL score,nr. of tokens
tensor(459),The negotiator was saved by the captive.,-47.10560989379883,8
tensor(460),The detective found the assailant.,-33.51123809814453,6
tensor(461),The assailant found the detective.,-43.955963134765625,6
tensor(462),The assailant was found by the detective.,-36.29033660888672,8
tensor(463),The detective was found by the assailant.,-40.049156188964844,8
tensor(464),The sleuth located the attacker.,-38.84819793701172,7
tensor(465),The attacker located the sleuth.,-44.63978576660156,7
tensor(466),The attacker was located by the sleuth.,-41.99864196777344,9
tensor(467),The sleuth was located by the attacker.,-45.94530487060547,9
tensor(468),The artisan trained the apprentice.,-38.052490234375,6
tensor(469),The apprentice trained the artisan.,-38.809478759765625,6
tensor(470),The apprentice was trained by the artisan.,-38.85663986206055,8
tensor(471),The artisan was trained by the apprentice.,-40.82297897338867,8
tensor(472),The craftsman taught the trainee.,-42.72465896606445,8
tensor(473),The trainee taught the craftsman.,-41.66521072387695,8
tensor(474),The trainee was taught by the craftsman.,-45.62639236450195,10
tensor(475),The craftsman was taught by the trainee.,-44.438621520996094,10
tensor(476),The biker defied the trainer.,-46.85079574584961,7
tensor(477),The trainer defied the biker.,-44.09513854980469,7
tensor(478),The trainer was defied by the biker.,-45.30019760131836,9
tensor(479),The biker was defied by the trainer.,-50.47583770751953,9
tensor(480),The cyclist disobeyed the coach.,-42.414207458496094,7
tensor(481),The coach disobeyed the cyclist.,-41.30002212524414,7
tensor(482),The coach was disobeyed by the cyclist.,-47.48383712768555,9
tensor(483),The cyclist was disobeyed by the coach.,-44.449764251708984,9
tensor(484),The speaker engrossed the audience.,-35.64561080932617,8
tensor(485),The audience engrossed the speaker.,-36.11675262451172,8
tensor(486),The audience was engrossed by the speaker.,-34.62310028076172,10
tensor(487),The speaker was engrossed by the audience.,-42.19646453857422,10
tensor(488),The genius shocked the cousin.,-48.33285140991211,6
tensor(489),The cousin shocked the genius.,-44.44847869873047,6
tensor(490),The cousin was shocked by the genius.,-44.92776107788086,8
tensor(491),The genius was shocked by the cousin.,-46.25667953491211,8
tensor(492),The prodigy surprised the relative.,-46.439640045166016,7
tensor(493),The relative surprised the prodigy.,-40.86427307128906,7
tensor(494),The relative was surprised by the prodigy.,-43.30680847167969,9
tensor(495),The prodigy was surprised by the relative.,-48.97441864013672,9
tensor(496),The smuggler bribed the bureaucrat.,-39.02751922607422,9
tensor(497),The bureaucrat bribed the smuggler.,-44.03953552246094,9
tensor(498),The bureaucrat was bribed by the smuggler.,-44.38065719604492,11
tensor(499),The smuggler was bribed by the bureaucrat.,-43.53968811035156,11
tensor(500),The amateur irked the maestro.,-45.69395065307617,8
tensor(501),The maestro irked the amateur.,-47.827911376953125,8
tensor(502),The maestro was irked by the amateur.,-45.86773681640625,10
tensor(503),The amateur was irked by the maestro.,-49.03068161010742,10
tensor(504),The novice irritated the virtuoso.,-42.493797302246094,8
tensor(505),The virtuoso irritated the novice.,-46.08369445800781,8
tensor(506),The virtuoso was irritated by the novice.,-48.12553787231445,10
tensor(507),The novice was irritated by the virtuoso.,-44.98074722290039,10
tensor(508),The lawyer questioned the witness.,-32.16627502441406,6
tensor(509),The witness questioned the lawyer.,-34.849090576171875,6
tensor(510),The witness was questioned by the lawyer.,-36.296226501464844,8
tensor(511),The lawyer was questioned by the witness.,-37.02714538574219,8
tensor(512),The attorney interrogated the bystander.,-39.253082275390625,7
tensor(513),The bystander interrogated the attorney.,-45.329288482666016,7
tensor(514),The bystander was interrogated by the attorney.,-45.05506896972656,9
tensor(515),The attorney was interrogated by the bystander.,-45.38777160644531,9
tensor(516),The singer disappointed the enthusiast.,-42.73919677734375,6
tensor(517),The enthusiast disappointed the singer.,-44.21987533569336,6
tensor(518),The enthusiast was disappointed by the singer.,-46.539527893066406,8
tensor(519),The singer was disappointed by the enthusiast.,-45.7093391418457,8
tensor(520),The vocalist disillusioned the connoisseur.,-50.50172424316406,11
tensor(521),The connoisseur disillusioned the vocalist.,-52.54023361206055,11
tensor(522),The connoisseur was disillusioned by the vocalist.,-51.91920471191406,13
tensor(523),The vocalist was disillusioned by the connoisseur.,-55.704444885253906,13
tensor(524),The chauffeur drove the diplomat.,-36.59872055053711,8
tensor(525),The diplomat drove the chauffeur.,-40.330501556396484,8
tensor(526),The diplomat was driven by the chauffeur.,-41.74977111816406,10
tensor(527),The chauffeur was driven by the diplomat.,-40.80397415161133,10
tensor(528),The driver transported the ambassador.,-40.7182502746582,6
tensor(529),The ambassador transported the driver.,-40.5782585144043,6
tensor(530),The ambassador was transported by the driver.,-44.24396896362305,8
tensor(531),The driver was transported by the ambassador.,-43.41475296020508,8
tensor(532),The guard apprehended the prisoner.,-34.462890625,6
tensor(533),The prisoner apprehended the guard.,-39.9886589050293,6
tensor(534),The prisoner was apprehended by the guard.,-36.00151062011719,8
tensor(535),The guard was apprehended by the prisoner.,-39.798004150390625,8
tensor(536),The warden caught the inmate.,-33.71080017089844,7
tensor(537),The inmate caught the warden.,-41.04735565185547,7
tensor(538),The inmate was caught by the warden.,-35.54890441894531,9
tensor(539),The warden was caught by the inmate.,-38.16248321533203,9
tensor(540),The tailor costumed the dancer.,-48.10449981689453,7
tensor(541),The dancer costumed the tailor.,-49.377418518066406,7
tensor(542),The dancer was costumed by the tailor.,-49.82705307006836,9
tensor(543),The tailor was costumed by the dancer.,-47.50811004638672,9
tensor(544),The dressmaker attired the ballerina.,-48.10226821899414,10
tensor(545),The ballerina attired the dressmaker.,-54.932769775390625,10
tensor(546),The ballerina was attired by the dressmaker.,-51.19984817504883,12
tensor(547),The dressmaker was attired by the ballerina.,-52.56941223144531,12
tensor(548),The principal scolded the child.,-36.482276916503906,7
tensor(549),The child scolded the principal.,-36.010623931884766,7
tensor(550),The child was scolded by the principal.,-33.578224182128906,9
tensor(551),The principal was scolded by the child.,-38.103355407714844,9
tensor(552),The headmaster reprimanded the kid.,-36.37141036987305,8
tensor(553),The kid reprimanded the headmaster.,-41.80091094970703,8
tensor(554),The kid was reprimanded by the headmaster.,-37.12107467651367,10
tensor(555),The headmaster was reprimanded by the kid.,-45.13172149658203,10
tensor(556),The lord named the heir.,-35.60418701171875,6
tensor(557),The heir named the lord.,-42.2522087097168,6
tensor(558),The heir was named by the lord.,-43.40807342529297,8
tensor(559),The lord was named by the heir.,-42.592933654785156,8
tensor(560),The baron chose the successor.,-40.15951156616211,7
tensor(561),The successor chose the baron.,-48.501441955566406,7
tensor(562),The successor was chosen by the baron.,-45.00295639038086,9
tensor(563),The baron was chosen by the successor.,-45.336524963378906,9
tensor(564),The cop restrained the rioter.,-38.78346252441406,7
tensor(565),The rioter restrained the cop.,-40.32120132446289,7
tensor(566),The rioter was restrained by the cop.,-40.25041198730469,9
tensor(567),The cop was restrained by the rioter.,-42.824562072753906,9
tensor(568),The policeman subdued the rabble-rouser.,-40.98168182373047,10
tensor(569),The rabble-rouser subdued the policeman.,-48.796424865722656,10
tensor(570),The rabble-rouser was subdued by the policeman.,-47.044464111328125,12
tensor(571),The policeman was subdued by the rabble-rouser.,-45.02233123779297,12
tensor(572),The dad coddled the baby.,-35.02165985107422,8
tensor(573),The baby coddled the dad.,-43.583457946777344,8
tensor(574),The baby was coddled by the dad.,-38.94947814941406,10
tensor(575),The dad was coddled by the baby.,-41.85478973388672,10
tensor(576),The father pampered the infant.,-39.26467514038086,8
tensor(577),The infant pampered the father.,-43.99245071411133,8
tensor(578),The infant was pampered by the father.,-40.35551452636719,10
tensor(579),The father was pampered by the infant.,-43.569602966308594,10
tensor(580),The king exiled the rebel.,-39.86212921142578,6
tensor(581),The rebel exiled the king.,-45.78390884399414,6
tensor(582),The rebel was exiled by the king.,-42.29512023925781,8
tensor(583),The king was exiled by the rebel.,-42.690975189208984,8
tensor(584),The monarch banished the insurgent.,-43.289920806884766,6
tensor(585),The insurgent banished the monarch.,-44.793025970458984,6
tensor(586),The insurgent was banished by the monarch.,-44.30849838256836,8
tensor(587),The monarch was banished by the insurgent.,-46.825740814208984,8
tensor(588),The thief robbed the manufacturer.,-38.7246208190918,6
tensor(589),The manufacturer robbed the thief.,-39.89545440673828,6
tensor(590),The manufacturer was robbed by the thief.,-37.83241653442383,8
tensor(591),The thief was robbed by the manufacturer.,-41.73383331298828,8
tensor(592),The robber burgled the industrialist.,-49.88969039916992,8
tensor(593),The industrialist burgled the robber.,-46.627403259277344,8
tensor(594),The industrialist was burgled by the robber.,-43.520355224609375,10
tensor(595),The robber was burgled by the industrialist.,-50.99931335449219,10
tensor(596),The pessimist discouraged the contestant.,-47.42782974243164,7
tensor(597),The contestant discouraged the pessimist.,-48.3803825378418,7
tensor(598),The contestant was discouraged by the pessimist.,-51.73485565185547,9
tensor(599),The pessimist was discouraged by the contestant.,-52.13005828857422,9
tensor(600),The cynic dissuaded the participant.,-49.27931213378906,8
tensor(601),The participant dissuaded the cynic.,-45.929443359375,8
tensor(602),The participant was dissuaded by the cynic.,-49.734249114990234,10
tensor(603),The cynic was dissuaded by the participant.,-49.891845703125,10
tensor(604),The loudmouth tormented the loner.,-43.350887298583984,9
tensor(605),The loner tormented the loudmouth.,-46.30038070678711,9
tensor(606),The loner was tormented by the loudmouth.,-47.38447952270508,11
tensor(607),The loudmouth was tormented by the loner.,-46.77491760253906,11
tensor(608),The windbag taunted the recluse.,-50.24039840698242,9
tensor(609),The recluse taunted the windbag.,-50.844757080078125,9
tensor(610),The recluse was taunted by the windbag.,-51.755836486816406,11
tensor(611),The windbag was taunted by the recluse.,-51.534034729003906,11
tensor(612),The imitator fooled the investigator.,-44.78370666503906,8
tensor(613),The investigator fooled the imitator.,-44.451934814453125,8
tensor(614),The investigator was fooled by the imitator.,-42.659034729003906,10
tensor(615),The imitator was fooled by the investigator.,-46.81001281738281,10
tensor(616),The impersonator conned the inspector.,-46.32929992675781,8
tensor(617),The inspector conned the impersonator.,-45.75341796875,8
tensor(618),The inspector was conned by the impersonator.,-45.250179290771484,10
tensor(619),The impersonator was conned by the inspector.,-48.0052490234375,10
tensor(620),The boss fired the worker.,-32.683876037597656,6
tensor(621),The worker fired the boss.,-38.718711853027344,6
tensor(622),The worker was fired by the boss.,-37.103294372558594,8
tensor(623),The boss was fired by the worker.,-38.35602951049805,8
tensor(624),The pyromaniac unnerved the shopkeeper.,-44.104583740234375,11
tensor(625),The shopkeeper unnerved the pyromaniac.,-46.063316345214844,11
tensor(626),The shopkeeper was unnerved by the pyromaniac.,-44.73039245605469,13
tensor(627),The pyromaniac was unnerved by the shopkeeper.,-47.279296875,13
tensor(628),The arsonist alarmed the vendor.,-44.79978561401367,7
tensor(629),The vendor alarmed the arsonist.,-45.77449035644531,7
tensor(630),The vendor was alarmed by the arsonist.,-45.303611755371094,9
tensor(631),The arsonist was alarmed by the vendor.,-48.24049377441406,9
tensor(632),The professional supported the beginner.,-45.639774322509766,6
tensor(633),The beginner supported the professional.,-36.54205322265625,6
tensor(634),The beginner was supported by the professional.,-37.88725662231445,8
tensor(635),The professional was supported by the beginner.,-44.91465377807617,8
tensor(636),The master encouraged the rookie.,-37.937782287597656,6
tensor(637),The rookie encouraged the master.,-39.42460632324219,6
tensor(638),The rookie was encouraged by the master.,-38.58545684814453,8
tensor(639),The master was encouraged by the rookie.,-43.109073638916016,8
tensor(640),The magician hypnotized the crowd.,-34.15338134765625,7
tensor(641),The crowd hypnotized the magician.,-39.434295654296875,7
tensor(642),The crowd was hypnotized by the magician.,-35.38066864013672,9
tensor(643),The magician was hypnotized by the crowd.,-38.169677734375,9
tensor(644),The businessman employed the expert.,-39.55348205566406,6
tensor(645),The expert employed the businessman.,-48.993106842041016,6
tensor(646),The expert was employed by the businessman.,-39.23216247558594,8
tensor(647),The businessman was employed by the expert.,-42.89166259765625,8
tensor(648),The entrepreneur hired the specialist.,-38.54576873779297,6
tensor(649),The specialist hired the entrepreneur.,-45.51151657104492,6
tensor(650),The specialist was hired by the entrepreneur.,-39.17969512939453,8
tensor(651),The entrepreneur was hired by the specialist.,-42.84290313720703,8
tensor(652),The terrorist petrified the first lady.,-44.91596984863281,8
tensor(653),The first lady petrified the terrorist.,-45.0977897644043,8
tensor(654),The first lady was petrified by the terrorist.,-46.19284439086914,10
tensor(655),The terrorist was petrified by the first lady.,-49.390621185302734,10
tensor(656),The hijacker terrified the president's wife.,-47.207496643066406,9
tensor(657),The president's wife terrified the hijacker.,-50.57986831665039,9
tensor(658),The president's wife was terrified by the hijacker.,-50.27313232421875,11
tensor(659),The hijacker was terrified by the president's wife.,-49.40724182128906,11
tensor(660),The judge praised the gold medalist.,-36.92949676513672,8
tensor(661),The gold medalist praised the judge.,-39.84913635253906,8
tensor(662),The gold medalist was praised by the judge.,-39.514427185058594,10
tensor(663),The judge was praised by the gold medalist.,-41.836124420166016,10
tensor(664),The panelist congratulated the winner.,-38.985435485839844,7
tensor(665),The winner congratulated the panelist.,-39.85266876220703,7
tensor(666),The winner was congratulated by the panelist.,-42.638912200927734,9
tensor(667),The panelist was congratulated by the winner.,-43.09394454956055,9
tensor(668),The liar emulated the victor.,-44.609901428222656,8
tensor(669),The victor emulated the liar.,-44.62059783935547,8
tensor(670),The victor was emulated by the liar.,-48.204551696777344,10
tensor(671),The liar was emulated by the victor.,-45.987083435058594,10
tensor(672),The deceiver imitated the conqueror.,-45.04993438720703,9
tensor(673),The conqueror imitated the deceiver.,-44.053035736083984,9
tensor(674),The conqueror was imitated by the deceiver.,-46.12792205810547,11
tensor(675),The deceiver was imitated by the conqueror.,-46.428985595703125,11
tensor(676),The environmentalist cautioned the tobacconist.,-52.88009262084961,10
tensor(677),The tobacconist cautioned the environmentalist.,-48.55929946899414,10
tensor(678),The tobacconist was cautioned by the environmentalist.,-56.892940521240234,12
tensor(679),The environmentalist was cautioned by the tobacconist.,-51.87101745605469,12
tensor(680),The alcoholic hassled the guest.,-45.49417495727539,8
tensor(681),The guest hassled the alcoholic.,-46.833106994628906,8
tensor(682),The guest was hassled by the alcoholic.,-47.491493225097656,10
tensor(683),The alcoholic was hassled by the guest.,-50.387332916259766,10
tensor(684),The drunk bothered the visitor.,-41.34394836425781,6
tensor(685),The visitor bothered the drunk.,-41.750667572021484,6
tensor(686),The visitor was bothered by the drunk.,-42.41940689086914,8
tensor(687),The drunk was bothered by the visitor.,-44.440921783447266,8
tensor(688),The commentator vexed the athlete.,-46.98650360107422,7
tensor(689),The athlete vexed the commentator.,-44.580665588378906,7
tensor(690),The athlete was vexed by the commentator.,-45.78277587890625,9
tensor(691),The commentator was vexed by the athlete.,-45.80485534667969,9
tensor(692),The sportscaster peeved the jock.,-51.22258758544922,10
tensor(693),The jock peeved the sportscaster.,-48.922916412353516,10
tensor(694),The jock was peeved by the sportscaster.,-50.30413055419922,12
tensor(695),The sportscaster was peeved by the jock.,-50.05129623413086,12
tensor(696),The preacher hugged the churchgoer.,-40.8570442199707,8
tensor(697),The churchgoer hugged the preacher.,-40.67527770996094,8
tensor(698),The churchgoer was hugged by the preacher.,-44.30150604248047,10
tensor(699),The preacher was hugged by the churchgoer.,-46.74859619140625,10
tensor(700),The pastor embraced the parishioner.,-38.70606994628906,8
tensor(701),The parishioner embraced the pastor.,-38.757728576660156,8
tensor(702),The parishioner was embraced by the pastor.,-40.589202880859375,10
tensor(703),The pastor was embraced by the parishioner.,-41.51853561401367,10
tensor(704),The maniac mocked the clown.,-40.37910842895508,6
tensor(705),The clown mocked the maniac.,-45.094844818115234,6
tensor(706),The clown was mocked by the maniac.,-45.73463439941406,8
tensor(707),The maniac was mocked by the clown.,-44.23527908325195,8
tensor(708),The lunatic ridiculed the jester.,-45.78887939453125,8
tensor(709),The jester ridiculed the lunatic.,-40.05205535888672,8
tensor(710),The jester was ridiculed by the lunatic.,-42.24380111694336,10
tensor(711),The lunatic was ridiculed by the jester.,-45.969181060791016,10
tensor(712),The archivist contacted the inventor.,-38.97260284423828,7
tensor(713),The inventor contacted the archivist.,-43.114952087402344,7
tensor(714),The inventor was contacted by the archivist.,-44.63280487060547,9
tensor(715),The archivist was contacted by the inventor.,-41.082515716552734,9
tensor(716),The historian approached the innovator.,-41.084983825683594,7
tensor(717),The innovator approached the historian.,-42.26216125488281,7
tensor(718),The innovator was approached by the historian.,-45.89299011230469,9
tensor(719),The historian was approached by the innovator.,-44.23790740966797,9
tensor(720),The janitor called the landscaper.,-38.943641662597656,8
tensor(721),The landscaper called the janitor.,-40.0824089050293,8
tensor(722),The landscaper was called by the janitor.,-42.452117919921875,10
tensor(723),The janitor was called by the landscaper.,-41.252017974853516,10
tensor(724),The custodian phoned the gardener.,-42.190826416015625,9
tensor(725),The gardener phoned the custodian.,-40.43049621582031,9
tensor(726),The gardener was phoned by the custodian.,-42.906333923339844,11
tensor(727),The custodian was phoned by the gardener.,-44.06928634643555,11
tensor(728),The drummer annoyed the weatherman.,-43.504676818847656,7
tensor(729),The weatherman annoyed the drummer.,-43.630821228027344,7
tensor(730),The weatherman was annoyed by the drummer.,-45.13836669921875,9
tensor(731),The drummer was annoyed by the weatherman.,-45.829925537109375,9
tensor(732),The percussionist displeased the meteorologist.,-47.5999755859375,9
tensor(733),The meteorologist displeased the percussionist.,-51.18195343017578,9
tensor(734),The meteorologist was displeased by the percussionist.,-56.15439224243164,11
tensor(735),The percussionist was displeased by the meteorologist.,-55.17640686035156,11
tensor(736),The go-between belittled the defendant.,-47.77080154418945,10
tensor(737),The defendant belittled the go-between.,-47.24980545043945,10
tensor(738),The defendant was belittled by the go-between.,-47.511268615722656,12
tensor(739),The go-between was belittled by the defendant.,-48.94245147705078,12
tensor(740),The intermediary deprecated the felon.,-50.943721771240234,6
tensor(741),The felon deprecated the intermediary.,-49.918846130371094,6
tensor(742),The felon was deprecated by the intermediary.,-55.08660888671875,8
tensor(743),The intermediary was deprecated by the felon.,-58.46761703491211,8
tensor(744),The valet entertained the envoy.,-45.4034423828125,7
tensor(745),The envoy entertained the valet.,-46.74433898925781,7
tensor(746),The envoy was entertained by the valet.,-46.962528228759766,9
tensor(747),The valet was entertained by the envoy.,-47.69453811645508,9
tensor(748),The manservant amused the emissary.,-46.998191833496094,10
tensor(749),The emissary amused the manservant.,-47.158203125,10
tensor(750),The emissary was amused by the manservant.,-46.48352813720703,12
tensor(751),The manservant was amused by the emissary.,-47.24774169921875,12
tensor(752),The acrobat pushed the stranger.,-41.964820861816406,7
tensor(753),The stranger pushed the acrobat.,-43.33271408081055,7
tensor(754),The stranger was pushed by the acrobat.,-45.841156005859375,9
tensor(755),The acrobat was pushed by the stranger.,-43.53723907470703,9
tensor(756),The gymnast shoved the outsider.,-46.87757873535156,7
tensor(757),The outsider shoved the gymnast.,-46.0687141418457,7
tensor(758),The outsider was shoved by the gymnast.,-49.33555603027344,9
tensor(759),The gymnast was shoved by the outsider.,-48.34178161621094,9
tensor(760),The benefactor calmed the architect.,-48.80329895019531,7
tensor(761),The architect calmed the benefactor.,-50.603233337402344,7
tensor(762),The architect was calmed by the benefactor.,-48.375160217285156,9
tensor(763),The benefactor was calmed by the architect.,-48.101783752441406,9
tensor(764),The patron soothed the draftsman.,-47.85301971435547,9
tensor(765),The draftsman soothed the patron.,-50.06479263305664,9
tensor(766),The draftsman was soothed by the patron.,-51.798824310302734,11
tensor(767),The patron was soothed by the draftsman.,-52.817378997802734,11
tensor(768),The therapist lauded the hairdresser.,-44.370758056640625,9
tensor(769),The hairdresser lauded the therapist.,-46.77204132080078,9
tensor(770),The hairdresser was lauded by the therapist.,-44.12153625488281,11
tensor(771),The therapist was lauded by the hairdresser.,-46.4112663269043,11
tensor(772),The psychologist extolled the hairstylist.,-50.89311599731445,10
tensor(773),The hairstylist extolled the psychologist.,-50.921592712402344,10
tensor(774),The hairstylist was extolled by the psychologist.,-52.993568420410156,12
tensor(775),The psychologist was extolled by the hairstylist.,-54.008697509765625,12
tensor(776),The nobleman married the baroness.,-39.02104949951172,9
tensor(777),The baroness married the nobleman.,-35.01238250732422,9
tensor(778),The baroness was married by the nobleman.,-42.501434326171875,11
tensor(779),The nobleman was married by the baroness.,-47.009403228759766,11
tensor(780),The aristocrat wed the countess.,-39.01845169067383,8
tensor(781),The countess wed the aristocrat.,-38.07225799560547,8
tensor(782),The countess was wed by the aristocrat.,-45.61915588378906,10
tensor(783),The aristocrat was wed by the countess.,-43.827056884765625,10
tensor(784),The actuary assuaged the creditor.,-50.27619934082031,9
tensor(785),The creditor assuaged the actuary.,-50.589759826660156,9
tensor(786),The creditor was assuaged by the actuary.,-52.99080276489258,11
tensor(787),The actuary was assuaged by the creditor.,-53.53733825683594,11
tensor(788),The analyst relieved the investor.,-40.159202575683594,6
tensor(789),The investor relieved the analyst.,-42.206050872802734,6
tensor(790),The investor was relieved by the analyst.,-45.49989318847656,8
tensor(791),The analyst was relieved by the investor.,-41.66348648071289,8
tensor(792),The sailor frightened the psychic.,-44.18375778198242,6
tensor(793),The psychic frightened the sailor.,-38.36077880859375,6
tensor(794),The psychic was frightened by the sailor.,-43.7031135559082,8
tensor(795),The sailor was frightened by the psychic.,-44.401649475097656,8
tensor(796),The mariner scared the fortune-teller.,-45.59480667114258,10
tensor(797),The fortune-teller scared the mariner.,-48.622379302978516,10
tensor(798),The fortune-teller was scared by the mariner.,-49.80828857421875,12
tensor(799),The mariner was scared by the fortune-teller.,-49.15797805786133,12
tensor(800),The assistant flattered the auditor.,-45.231964111328125,7
tensor(801),The auditor flattered the assistant.,-43.23332214355469,7
tensor(802),The auditor was flattered by the assistant.,-44.92391586303711,9
tensor(803),The assistant was flattered by the auditor.,-47.24300003051758,9
tensor(804),The helper complimented the appraiser.,-48.799102783203125,8
tensor(805),The appraiser complimented the helper.,-44.88325881958008,8
tensor(806),The appraiser was complimented by the helper.,-45.854652404785156,10
tensor(807),The helper was complimented by the appraiser.,-47.06312561035156,10
tensor(808),The immigrant believed the trooper.,-46.20780944824219,6
tensor(809),The trooper believed the immigrant.,-41.956844329833984,6
tensor(810),The trooper was believed by the immigrant.,-50.53730773925781,8
tensor(811),The immigrant was believed by the trooper.,-50.55754852294922,8
tensor(812),The foreigner trusted the patrolman.,-44.19354248046875,7
tensor(813),The patrolman trusted the foreigner.,-44.95771026611328,7
tensor(814),The patrolman was trusted by the foreigner.,-50.65717315673828,9
tensor(815),The foreigner was trusted by the patrolman.,-47.73286056518555,9
tensor(816),The mapmaker affronted the farmer.,-48.813720703125,9
tensor(817),The farmer affronted the mapmaker.,-48.280418395996094,9
tensor(818),The farmer was affronted by the mapmaker.,-48.80223083496094,11
tensor(819),The mapmaker was affronted by the farmer.,-47.5655632019043,11
tensor(820),The cartographer insulted the rancher.,-47.20595169067383,8
tensor(821),The rancher insulted the cartographer.,-44.53413391113281,8
tensor(822),The rancher was insulted by the cartographer.,-46.506710052490234,10
tensor(823),The cartographer was insulted by the rancher.,-49.29201126098633,10
tensor(824),The poet awed the entertainer.,-45.66254425048828,8
tensor(825),The entertainer awed the poet.,-47.21791458129883,8
tensor(826),The entertainer was awed by the poet.,-44.97808837890625,10
tensor(827),The poet was awed by the entertainer.,-42.897926330566406,10
tensor(828),The lyricist dazzled the performer.,-46.470455169677734,8
tensor(829),The performer dazzled the lyricist.,-44.37724304199219,8
tensor(830),The performer was dazzled by the lyricist.,-44.576751708984375,10
tensor(831),The lyricist was dazzled by the performer.,-44.62639617919922,10
tensor(832),The peddler tested the manager.,-45.753658294677734,7
tensor(833),The manager tested the peddler.,-43.10932540893555,7
tensor(834),The manager was tested by the peddler.,-45.262451171875,9
tensor(835),The peddler was tested by the manager.,-45.157981872558594,9
tensor(836),The traveling salesman challenged the executive.,-41.21706008911133,7
tensor(837),The executive challenged the traveling salesman.,-48.51504898071289,7
tensor(838),The executive was challenged by the traveling salesman.,-47.27442169189453,9
tensor(839),The traveling salesman was challenged by the executive.,-44.586692810058594,9
tensor(840),The musician admired the diva.,-41.5026969909668,7
tensor(841),The diva admired the musician.,-40.54731750488281,7
tensor(842),The diva was admired by the musician.,-42.860008239746094,9
tensor(843),The musician was admired by the diva.,-45.126102447509766,9
tensor(844),The instrumentalist adored the prima donna.,-48.438819885253906,11
tensor(845),The prima donna adored the instrumentalist.,-48.67578125,11
tensor(846),The prima donna was adored by the instrumentalist.,-52.510684967041016,13
tensor(847),The instrumentalist was adored by the prima donna.,-54.17375946044922,13
tensor(848),The general welcomed the hero.,-42.3072509765625,6
tensor(849),The hero welcomed the general.,-37.38463592529297,6
tensor(850),The hero was welcomed by the general.,-40.89731216430664,8
tensor(851),The general was welcomed by the hero.,-41.48890686035156,8
tensor(852),The commander greeted the champion.,-38.12342071533203,6
tensor(853),The champion greeted the commander.,-39.913848876953125,6
tensor(854),The champion was greeted by the commander.,-42.36121368408203,8
tensor(855),The commander was greeted by the champion.,-42.67637634277344,8
tensor(856),The cobbler disdained the stonecutter.,-51.15487289428711,12
tensor(857),The stonecutter disdained the cobbler.,-48.114898681640625,12
tensor(858),The stonecutter was disdained by the cobbler.,-49.98993682861328,14
tensor(859),The cobbler was disdained by the stonecutter.,-52.028541564941406,14
tensor(860),The shoemaker scorned the mason.,-45.32419967651367,9
tensor(861),The mason scorned the shoemaker.,-47.67826843261719,9
tensor(862),The mason was scorned by the shoemaker.,-46.89609909057617,11
tensor(863),The shoemaker was scorned by the mason.,-47.615745544433594,11
tensor(864),The postman noticed the chaplain.,-41.220947265625,8
tensor(865),The chaplain noticed the postman.,-44.70644760131836,8
tensor(866),The chaplain was noticed by the postman.,-44.063289642333984,10
tensor(867),The postman was noticed by the chaplain.,-45.048099517822266,10
tensor(868),The mailman saw the minister.,-36.44610595703125,7
tensor(869),The minister saw the mailman.,-41.802528381347656,7
tensor(870),The minister was seen by the mailman.,-46.52988052368164,9
tensor(871),The mailman was seen by the minister.,-43.03044891357422,9
tensor(872),The composer begrudged the playwright.,-45.85067367553711,10
tensor(873),The playwright begrudged the composer.,-46.621559143066406,10
tensor(874),The playwright was begrudged by the composer.,-49.612403869628906,12
tensor(875),The composer was begrudged by the playwright.,-51.006839752197266,12
tensor(876),The songwriter envied the dramatist.,-46.12861633300781,10
tensor(877),The dramatist envied the songwriter.,-48.0249137878418,10
tensor(878),The dramatist was envied by the songwriter.,-50.69918441772461,12
tensor(879),The songwriter was envied by the dramatist.,-49.567955017089844,12
tensor(880),The missionary baffled the oracle.,-44.4316291809082,7
tensor(881),The oracle baffled the missionary.,-44.61971664428711,7
tensor(882),The oracle was baffled by the missionary.,-45.94364929199219,9
tensor(883),The missionary was baffled by the oracle.,-44.701904296875,9
tensor(884),The evangelist mystified the soothsayer.,-47.382469177246094,10
tensor(885),The soothsayer mystified the evangelist.,-47.59574890136719,10
tensor(886),The soothsayer was mystified by the evangelist.,-48.12772750854492,12
tensor(887),The evangelist was mystified by the soothsayer.,-49.623233795166016,12
tensor(888),The trespasser choked the fighter.,-44.89032745361328,7
tensor(889),The fighter choked the trespasser.,-43.701454162597656,7
tensor(890),The fighter was choked by the trespasser.,-46.975379943847656,9
tensor(891),The trespasser was choked by the fighter.,-47.59827423095703,9
tensor(892),The broker introduced the donor.,-42.06555938720703,6
tensor(893),The donor introduced the broker.,-39.73322677612305,6
tensor(894),The donor was introduced by the broker.,-40.944793701171875,8
tensor(895),The broker was introduced by the donor.,-43.33213424682617,8
tensor(896),The dealer presented the sponsor.,-42.79759979248047,6
tensor(897),The sponsor presented the dealer.,-43.05339050292969,6
tensor(898),The sponsor was presented by the dealer.,-44.231346130371094,8
tensor(899),The dealer was presented by the sponsor.,-42.528316497802734,8
tensor(900),The shrink commended the dean.,-46.637935638427734,7
tensor(901),The dean commended the shrink.,-47.949623107910156,7
tensor(902),The dean was commended by the shrink.,-51.062679290771484,9
tensor(903),The shrink was commended by the dean.,-45.8313102722168,9
tensor(904),The psychiatrist applauded the provost.,-43.82339096069336,7
tensor(905),The provost applauded the psychiatrist.,-45.172271728515625,7
