sentence id,sentence,PLL score,nr. of tokens
tensor(459),The negotiator was saved by the captive.,-50.30952072143555,9
tensor(460),The detective found the assailant.,-40.051631927490234,7
tensor(461),The assailant found the detective.,-43.7854118347168,7
tensor(462),The assailant was found by the detective.,-43.186195373535156,9
tensor(463),The detective was found by the assailant.,-45.30845642089844,9
tensor(464),The sleuth located the attacker.,-47.57001876831055,8
tensor(465),The attacker located the sleuth.,-49.13825988769531,8
tensor(466),The attacker was located by the sleuth.,-48.16374588012695,10
tensor(467),The sleuth was located by the attacker.,-51.15542221069336,10
tensor(468),The artisan trained the apprentice.,-47.70939636230469,7
tensor(469),The apprentice trained the artisan.,-47.77732467651367,7
tensor(470),The apprentice was trained by the artisan.,-48.75762176513672,9
tensor(471),The artisan was trained by the apprentice.,-47.33090591430664,9
tensor(472),The craftsman taught the trainee.,-47.13223648071289,9
tensor(473),The trainee taught the craftsman.,-46.808963775634766,9
tensor(474),The trainee was taught by the craftsman.,-50.30881118774414,11
tensor(475),The craftsman was taught by the trainee.,-48.22297286987305,11
tensor(476),The biker defied the trainer.,-50.840728759765625,8
tensor(477),The trainer defied the biker.,-51.09177017211914,8
tensor(478),The trainer was defied by the biker.,-51.40543746948242,10
tensor(479),The biker was defied by the trainer.,-52.04832077026367,10
tensor(480),The cyclist disobeyed the coach.,-46.05738830566406,8
tensor(481),The coach disobeyed the cyclist.,-47.959083557128906,8
tensor(482),The coach was disobeyed by the cyclist.,-52.76752471923828,10
tensor(483),The cyclist was disobeyed by the coach.,-49.80120086669922,10
tensor(484),The speaker engrossed the audience.,-44.2981071472168,9
tensor(485),The audience engrossed the speaker.,-48.99077606201172,9
tensor(486),The audience was engrossed by the speaker.,-46.09113693237305,11
tensor(487),The speaker was engrossed by the audience.,-46.035728454589844,11
tensor(488),The genius shocked the cousin.,-51.7143669128418,7
tensor(489),The cousin shocked the genius.,-49.1926155090332,7
tensor(490),The cousin was shocked by the genius.,-49.17185974121094,9
tensor(491),The genius was shocked by the cousin.,-54.02690505981445,9
tensor(492),The prodigy surprised the relative.,-57.19111251831055,8
tensor(493),The relative surprised the prodigy.,-54.78760528564453,8
tensor(494),The relative was surprised by the prodigy.,-53.56199264526367,10
tensor(495),The prodigy was surprised by the relative.,-56.72021484375,10
tensor(496),The smuggler bribed the bureaucrat.,-47.46303176879883,10
tensor(497),The bureaucrat bribed the smuggler.,-48.61225128173828,10
tensor(498),The bureaucrat was bribed by the smuggler.,-49.91545486450195,12
tensor(499),The smuggler was bribed by the bureaucrat.,-48.22270584106445,12
tensor(500),The amateur irked the maestro.,-55.37981414794922,9
tensor(501),The maestro irked the amateur.,-56.9154167175293,9
tensor(502),The maestro was irked by the amateur.,-56.78630447387695,11
tensor(503),The amateur was irked by the maestro.,-58.61996078491211,11
tensor(504),The novice irritated the virtuoso.,-53.917144775390625,9
tensor(505),The virtuoso irritated the novice.,-52.66660690307617,9
tensor(506),The virtuoso was irritated by the novice.,-55.06592559814453,11
tensor(507),The novice was irritated by the virtuoso.,-55.423274993896484,11
tensor(508),The lawyer questioned the witness.,-40.870216369628906,7
tensor(509),The witness questioned the lawyer.,-42.509246826171875,7
tensor(510),The witness was questioned by the lawyer.,-42.44038009643555,9
tensor(511),The lawyer was questioned by the witness.,-42.11048126220703,9
tensor(512),The attorney interrogated the bystander.,-48.758522033691406,8
tensor(513),The bystander interrogated the attorney.,-54.853355407714844,8
tensor(514),The bystander was interrogated by the attorney.,-51.67071533203125,10
tensor(515),The attorney was interrogated by the bystander.,-50.30364990234375,10
tensor(516),The singer disappointed the enthusiast.,-46.434730529785156,7
tensor(517),The enthusiast disappointed the singer.,-52.240379333496094,7
tensor(518),The enthusiast was disappointed by the singer.,-51.52461624145508,9
tensor(519),The singer was disappointed by the enthusiast.,-52.09531784057617,9
tensor(520),The vocalist disillusioned the connoisseur.,-56.16045379638672,12
tensor(521),The connoisseur disillusioned the vocalist.,-58.646705627441406,12
tensor(522),The connoisseur was disillusioned by the vocalist.,-57.04479217529297,14
tensor(523),The vocalist was disillusioned by the connoisseur.,-57.635040283203125,14
tensor(524),The chauffeur drove the diplomat.,-45.932342529296875,9
tensor(525),The diplomat drove the chauffeur.,-46.70823669433594,9
tensor(526),The diplomat was driven by the chauffeur.,-49.3948974609375,11
tensor(527),The chauffeur was driven by the diplomat.,-48.54298400878906,11
tensor(528),The driver transported the ambassador.,-45.88554763793945,7
tensor(529),The ambassador transported the driver.,-47.02245330810547,7
tensor(530),The ambassador was transported by the driver.,-48.17277145385742,9
tensor(531),The driver was transported by the ambassador.,-50.25544738769531,9
tensor(532),The guard apprehended the prisoner.,-41.079402923583984,7
tensor(533),The prisoner apprehended the guard.,-47.70551300048828,7
tensor(534),The prisoner was apprehended by the guard.,-42.21744155883789,9
tensor(535),The guard was apprehended by the prisoner.,-46.37844467163086,9
tensor(536),The warden caught the inmate.,-45.39190673828125,8
tensor(537),The inmate caught the warden.,-49.96116256713867,8
tensor(538),The inmate was caught by the warden.,-44.98459243774414,10
tensor(539),The warden was caught by the inmate.,-48.53584671020508,10
tensor(540),The tailor costumed the dancer.,-54.03860855102539,8
tensor(541),The dancer costumed the tailor.,-51.14202880859375,8
tensor(542),The dancer was costumed by the tailor.,-55.06492614746094,10
tensor(543),The tailor was costumed by the dancer.,-54.99985885620117,10
tensor(544),The dressmaker attired the ballerina.,-52.65675354003906,11
tensor(545),The ballerina attired the dressmaker.,-57.8333740234375,11
tensor(546),The ballerina was attired by the dressmaker.,-54.980430603027344,13
tensor(547),The dressmaker was attired by the ballerina.,-57.67708206176758,13
tensor(548),The principal scolded the child.,-40.46643829345703,8
tensor(549),The child scolded the principal.,-44.505340576171875,8
tensor(550),The child was scolded by the principal.,-40.21891784667969,10
tensor(551),The principal was scolded by the child.,-43.16751480102539,10
tensor(552),The headmaster reprimanded the kid.,-40.748653411865234,9
tensor(553),The kid reprimanded the headmaster.,-44.40687561035156,9
tensor(554),The kid was reprimanded by the headmaster.,-42.1233024597168,11
tensor(555),The headmaster was reprimanded by the kid.,-47.84367370605469,11
tensor(556),The lord named the heir.,-38.733917236328125,7
tensor(557),The heir named the lord.,-44.89167404174805,7
tensor(558),The heir was named by the lord.,-45.05503845214844,9
tensor(559),The lord was named by the heir.,-48.124961853027344,9
tensor(560),The baron chose the successor.,-46.77337646484375,8
tensor(561),The successor chose the baron.,-50.94894790649414,8
tensor(562),The successor was chosen by the baron.,-50.62055206298828,10
tensor(563),The baron was chosen by the successor.,-48.127845764160156,10
tensor(564),The cop restrained the rioter.,-41.295223236083984,8
tensor(565),The rioter restrained the cop.,-41.2164306640625,8
tensor(566),The rioter was restrained by the cop.,-41.93939971923828,10
tensor(567),The cop was restrained by the rioter.,-44.21875762939453,10
tensor(568),The policeman subdued the rabble-rouser.,-50.99869918823242,11
tensor(569),The rabble-rouser subdued the policeman.,-51.84717559814453,11
tensor(570),The rabble-rouser was subdued by the policeman.,-50.18605422973633,13
tensor(571),The policeman was subdued by the rabble-rouser.,-50.41716766357422,13
tensor(572),The dad coddled the baby.,-41.831932067871094,9
tensor(573),The baby coddled the dad.,-42.96895217895508,9
tensor(574),The baby was coddled by the dad.,-40.710758209228516,11
tensor(575),The dad was coddled by the baby.,-44.35365295410156,11
tensor(576),The father pampered the infant.,-43.395381927490234,9
tensor(577),The infant pampered the father.,-48.09291458129883,9
tensor(578),The infant was pampered by the father.,-45.64849853515625,11
tensor(579),The father was pampered by the infant.,-47.91376495361328,11
tensor(580),The king exiled the rebel.,-45.05086135864258,7
tensor(581),The rebel exiled the king.,-47.843048095703125,7
tensor(582),The rebel was exiled by the king.,-45.63674545288086,9
tensor(583),The king was exiled by the rebel.,-44.15998840332031,9
tensor(584),The monarch banished the insurgent.,-53.17954635620117,7
tensor(585),The insurgent banished the monarch.,-52.632591247558594,7
tensor(586),The insurgent was banished by the monarch.,-50.42549514770508,9
tensor(587),The monarch was banished by the insurgent.,-51.78470230102539,9
tensor(588),The thief robbed the manufacturer.,-41.81373596191406,7
tensor(589),The manufacturer robbed the thief.,-43.386619567871094,7
tensor(590),The manufacturer was robbed by the thief.,-42.76263427734375,9
tensor(591),The thief was robbed by the manufacturer.,-43.70488739013672,9
tensor(592),The robber burgled the industrialist.,-54.14813995361328,9
tensor(593),The industrialist burgled the robber.,-56.831581115722656,9
tensor(594),The industrialist was burgled by the robber.,-51.25653839111328,11
tensor(595),The robber was burgled by the industrialist.,-52.66607666015625,11
tensor(596),The pessimist discouraged the contestant.,-52.79425811767578,8
tensor(597),The contestant discouraged the pessimist.,-55.146732330322266,8
tensor(598),The contestant was discouraged by the pessimist.,-53.85844802856445,10
tensor(599),The pessimist was discouraged by the contestant.,-56.74782180786133,10
tensor(600),The cynic dissuaded the participant.,-52.97665786743164,9
tensor(601),The participant dissuaded the cynic.,-53.11316680908203,9
tensor(602),The participant was dissuaded by the cynic.,-52.02790832519531,11
tensor(603),The cynic was dissuaded by the participant.,-57.08397674560547,11
tensor(604),The loudmouth tormented the loner.,-55.53033447265625,10
tensor(605),The loner tormented the loudmouth.,-53.290287017822266,10
tensor(606),The loner was tormented by the loudmouth.,-54.261112213134766,12
tensor(607),The loudmouth was tormented by the loner.,-56.63688659667969,12
tensor(608),The windbag taunted the recluse.,-57.591270446777344,10
tensor(609),The recluse taunted the windbag.,-59.06753921508789,10
tensor(610),The recluse was taunted by the windbag.,-61.137779235839844,12
tensor(611),The windbag was taunted by the recluse.,-58.446983337402344,12
tensor(612),The imitator fooled the investigator.,-52.558109283447266,9
tensor(613),The investigator fooled the imitator.,-52.004112243652344,9
tensor(614),The investigator was fooled by the imitator.,-49.85906219482422,11
tensor(615),The imitator was fooled by the investigator.,-55.13886260986328,11
tensor(616),The impersonator conned the inspector.,-51.46894836425781,9
tensor(617),The inspector conned the impersonator.,-51.9527587890625,9
tensor(618),The inspector was conned by the impersonator.,-50.11772155761719,11
tensor(619),The impersonator was conned by the inspector.,-51.78715896606445,11
tensor(620),The boss fired the worker.,-38.32347106933594,7
tensor(621),The worker fired the boss.,-37.704429626464844,7
tensor(622),The worker was fired by the boss.,-38.85395050048828,9
tensor(623),The boss was fired by the worker.,-42.04753494262695,9
tensor(624),The pyromaniac unnerved the shopkeeper.,-53.86528396606445,12
tensor(625),The shopkeeper unnerved the pyromaniac.,-54.50432205200195,12
tensor(626),The shopkeeper was unnerved by the pyromaniac.,-54.61430740356445,14
tensor(627),The pyromaniac was unnerved by the shopkeeper.,-55.92839813232422,14
tensor(628),The arsonist alarmed the vendor.,-51.37925338745117,8
tensor(629),The vendor alarmed the arsonist.,-51.758056640625,8
tensor(630),The vendor was alarmed by the arsonist.,-53.88100051879883,10
tensor(631),The arsonist was alarmed by the vendor.,-53.38629150390625,10
tensor(632),The professional supported the beginner.,-46.330047607421875,7
tensor(633),The beginner supported the professional.,-51.1932373046875,7
tensor(634),The beginner was supported by the professional.,-48.82571029663086,9
tensor(635),The professional was supported by the beginner.,-49.430564880371094,9
tensor(636),The master encouraged the rookie.,-45.816104888916016,7
tensor(637),The rookie encouraged the master.,-49.929168701171875,7
tensor(638),The rookie was encouraged by the master.,-48.165042877197266,9
tensor(639),The master was encouraged by the rookie.,-50.085655212402344,9
tensor(640),The magician hypnotized the crowd.,-43.03945541381836,8
tensor(641),The crowd hypnotized the magician.,-44.77629470825195,8
tensor(642),The crowd was hypnotized by the magician.,-43.378517150878906,10
tensor(643),The magician was hypnotized by the crowd.,-43.22652053833008,10
tensor(644),The businessman employed the expert.,-45.17361831665039,7
tensor(645),The expert employed the businessman.,-50.99687194824219,7
tensor(646),The expert was employed by the businessman.,-47.645301818847656,9
tensor(647),The businessman was employed by the expert.,-49.52025604248047,9
tensor(648),The entrepreneur hired the specialist.,-47.806396484375,7
tensor(649),The specialist hired the entrepreneur.,-51.326263427734375,7
tensor(650),The specialist was hired by the entrepreneur.,-48.06416320800781,9
tensor(651),The entrepreneur was hired by the specialist.,-51.164031982421875,9
tensor(652),The terrorist petrified the first lady.,-52.40443420410156,9
tensor(653),The first lady petrified the terrorist.,-48.845298767089844,9
tensor(654),The first lady was petrified by the terrorist.,-48.662986755371094,11
tensor(655),The terrorist was petrified by the first lady.,-52.60310363769531,11
tensor(656),The hijacker terrified the president's wife.,-52.07342529296875,10
tensor(657),The president's wife terrified the hijacker.,-55.49756622314453,10
tensor(658),The president's wife was terrified by the hijacker.,-55.8553352355957,12
tensor(659),The hijacker was terrified by the president's wife.,-55.63001251220703,12
tensor(660),The judge praised the gold medalist.,-46.25495910644531,9
tensor(661),The gold medalist praised the judge.,-50.982154846191406,9
tensor(662),The gold medalist was praised by the judge.,-48.009735107421875,11
tensor(663),The judge was praised by the gold medalist.,-48.17501449584961,11
tensor(664),The panelist congratulated the winner.,-42.39099884033203,8
tensor(665),The winner congratulated the panelist.,-48.09840774536133,8
tensor(666),The winner was congratulated by the panelist.,-49.43007278442383,10
tensor(667),The panelist was congratulated by the winner.,-47.706878662109375,10
tensor(668),The liar emulated the victor.,-54.282772064208984,9
tensor(669),The victor emulated the liar.,-51.03705978393555,9
tensor(670),The victor was emulated by the liar.,-54.22195816040039,11
tensor(671),The liar was emulated by the victor.,-54.89632797241211,11
tensor(672),The deceiver imitated the conqueror.,-51.56626892089844,10
tensor(673),The conqueror imitated the deceiver.,-54.16777038574219,10
tensor(674),The conqueror was imitated by the deceiver.,-54.69827651977539,12
tensor(675),The deceiver was imitated by the conqueror.,-51.94585418701172,12
tensor(676),The environmentalist cautioned the tobacconist.,-60.80577087402344,11
tensor(677),The tobacconist cautioned the environmentalist.,-58.24881362915039,11
tensor(678),The tobacconist was cautioned by the environmentalist.,-58.26175308227539,13
tensor(679),The environmentalist was cautioned by the tobacconist.,-59.791080474853516,13
tensor(680),The alcoholic hassled the guest.,-49.54366683959961,9
tensor(681),The guest hassled the alcoholic.,-50.44001007080078,9
tensor(682),The guest was hassled by the alcoholic.,-52.714385986328125,11
tensor(683),The alcoholic was hassled by the guest.,-52.67531204223633,11
tensor(684),The drunk bothered the visitor.,-46.33623504638672,7
tensor(685),The visitor bothered the drunk.,-47.74526596069336,7
tensor(686),The visitor was bothered by the drunk.,-49.68350601196289,9
tensor(687),The drunk was bothered by the visitor.,-49.52648162841797,9
tensor(688),The commentator vexed the athlete.,-49.70811080932617,8
tensor(689),The athlete vexed the commentator.,-50.207366943359375,8
tensor(690),The athlete was vexed by the commentator.,-51.46281051635742,10
tensor(691),The commentator was vexed by the athlete.,-50.62590408325195,10
tensor(692),The sportscaster peeved the jock.,-57.76496124267578,11
tensor(693),The jock peeved the sportscaster.,-58.02419662475586,11
tensor(694),The jock was peeved by the sportscaster.,-61.03610610961914,13
tensor(695),The sportscaster was peeved by the jock.,-56.33930969238281,13
tensor(696),The preacher hugged the churchgoer.,-48.99232482910156,9
tensor(697),The churchgoer hugged the preacher.,-49.75034713745117,9
tensor(698),The churchgoer was hugged by the preacher.,-52.23344802856445,11
tensor(699),The preacher was hugged by the churchgoer.,-52.24561309814453,11
tensor(700),The pastor embraced the parishioner.,-46.38714599609375,9
tensor(701),The parishioner embraced the pastor.,-46.195045471191406,9
tensor(702),The parishioner was embraced by the pastor.,-46.65161895751953,11
tensor(703),The pastor was embraced by the parishioner.,-47.582672119140625,11
tensor(704),The maniac mocked the clown.,-46.954612731933594,7
tensor(705),The clown mocked the maniac.,-48.62639617919922,7
tensor(706),The clown was mocked by the maniac.,-49.81856155395508,9
tensor(707),The maniac was mocked by the clown.,-49.5051383972168,9
tensor(708),The lunatic ridiculed the jester.,-52.18731689453125,9
tensor(709),The jester ridiculed the lunatic.,-49.533966064453125,9
tensor(710),The jester was ridiculed by the lunatic.,-53.24127197265625,11
tensor(711),The lunatic was ridiculed by the jester.,-53.446861267089844,11
tensor(712),The archivist contacted the inventor.,-48.47883605957031,8
tensor(713),The inventor contacted the archivist.,-44.1014518737793,8
tensor(714),The inventor was contacted by the archivist.,-47.38988494873047,10
tensor(715),The archivist was contacted by the inventor.,-50.719425201416016,10
tensor(716),The historian approached the innovator.,-50.50228500366211,8
tensor(717),The innovator approached the historian.,-46.45391082763672,8
tensor(718),The innovator was approached by the historian.,-52.413055419921875,10
tensor(719),The historian was approached by the innovator.,-52.99071502685547,10
tensor(720),The janitor called the landscaper.,-41.54750442504883,9
tensor(721),The landscaper called the janitor.,-40.12733459472656,9
tensor(722),The landscaper was called by the janitor.,-44.689090728759766,11
tensor(723),The janitor was called by the landscaper.,-46.51511764526367,11
tensor(724),The custodian phoned the gardener.,-50.33099365234375,10
tensor(725),The gardener phoned the custodian.,-49.85356903076172,10
tensor(726),The gardener was phoned by the custodian.,-52.023597717285156,12
tensor(727),The custodian was phoned by the gardener.,-54.32191467285156,12
tensor(728),The drummer annoyed the weatherman.,-45.639015197753906,8
tensor(729),The weatherman annoyed the drummer.,-46.2701416015625,8
tensor(730),The weatherman was annoyed by the drummer.,-47.618446350097656,10
tensor(731),The drummer was annoyed by the weatherman.,-49.44824981689453,10
tensor(732),The percussionist displeased the meteorologist.,-52.62635040283203,10
tensor(733),The meteorologist displeased the percussionist.,-57.707763671875,10
tensor(734),The meteorologist was displeased by the percussionist.,-60.908782958984375,12
tensor(735),The percussionist was displeased by the meteorologist.,-61.04954147338867,12
tensor(736),The go-between belittled the defendant.,-55.15781784057617,11
tensor(737),The defendant belittled the go-between.,-51.85013198852539,11
tensor(738),The defendant was belittled by the go-between.,-52.802467346191406,13
tensor(739),The go-between was belittled by the defendant.,-58.398006439208984,13
tensor(740),The intermediary deprecated the felon.,-58.26694107055664,7
tensor(741),The felon deprecated the intermediary.,-59.76624298095703,7
tensor(742),The felon was deprecated by the intermediary.,-58.772308349609375,9
tensor(743),The intermediary was deprecated by the felon.,-61.404869079589844,9
tensor(744),The valet entertained the envoy.,-54.06242370605469,8
tensor(745),The envoy entertained the valet.,-52.95859146118164,8
tensor(746),The envoy was entertained by the valet.,-52.411109924316406,10
tensor(747),The valet was entertained by the envoy.,-52.84762954711914,10
tensor(748),The manservant amused the emissary.,-57.54205322265625,11
tensor(749),The emissary amused the manservant.,-54.78913116455078,11
tensor(750),The emissary was amused by the manservant.,-55.82440185546875,13
tensor(751),The manservant was amused by the emissary.,-58.726173400878906,13
tensor(752),The acrobat pushed the stranger.,-48.5221061706543,8
tensor(753),The stranger pushed the acrobat.,-52.00518035888672,8
tensor(754),The stranger was pushed by the acrobat.,-52.60248565673828,10
tensor(755),The acrobat was pushed by the stranger.,-52.032108306884766,10
tensor(756),The gymnast shoved the outsider.,-53.9311637878418,8
tensor(757),The outsider shoved the gymnast.,-55.612483978271484,8
tensor(758),The outsider was shoved by the gymnast.,-55.337913513183594,10
tensor(759),The gymnast was shoved by the outsider.,-55.88063430786133,10
tensor(760),The benefactor calmed the architect.,-55.34709930419922,8
tensor(761),The architect calmed the benefactor.,-56.84183120727539,8
tensor(762),The architect was calmed by the benefactor.,-57.270328521728516,10
tensor(763),The benefactor was calmed by the architect.,-55.62727355957031,10
tensor(764),The patron soothed the draftsman.,-54.54468536376953,10
tensor(765),The draftsman soothed the patron.,-60.81373596191406,10
tensor(766),The draftsman was soothed by the patron.,-62.930259704589844,12
tensor(767),The patron was soothed by the draftsman.,-56.68043518066406,12
tensor(768),The therapist lauded the hairdresser.,-49.54092025756836,10
tensor(769),The hairdresser lauded the therapist.,-51.19322204589844,10
tensor(770),The hairdresser was lauded by the therapist.,-51.43327331542969,12
tensor(771),The therapist was lauded by the hairdresser.,-51.18058776855469,12
tensor(772),The psychologist extolled the hairstylist.,-54.2325439453125,11
tensor(773),The hairstylist extolled the psychologist.,-55.33057403564453,11
tensor(774),The hairstylist was extolled by the psychologist.,-56.21831512451172,13
tensor(775),The psychologist was extolled by the hairstylist.,-56.04769515991211,13
tensor(776),The nobleman married the baroness.,-48.04034423828125,10
tensor(777),The baroness married the nobleman.,-45.55744171142578,10
tensor(778),The baroness was married by the nobleman.,-51.517616271972656,12
tensor(779),The nobleman was married by the baroness.,-53.839332580566406,12
tensor(780),The aristocrat wed the countess.,-49.10100173950195,9
tensor(781),The countess wed the aristocrat.,-56.79695129394531,9
tensor(782),The countess was wed by the aristocrat.,-56.61797332763672,11
tensor(783),The aristocrat was wed by the countess.,-55.036956787109375,11
tensor(784),The actuary assuaged the creditor.,-58.90034484863281,10
tensor(785),The creditor assuaged the actuary.,-61.481143951416016,10
tensor(786),The creditor was assuaged by the actuary.,-55.83636474609375,12
tensor(787),The actuary was assuaged by the creditor.,-61.00459289550781,12
tensor(788),The analyst relieved the investor.,-48.949275970458984,7
tensor(789),The investor relieved the analyst.,-52.305763244628906,7
tensor(790),The investor was relieved by the analyst.,-52.738101959228516,9
tensor(791),The analyst was relieved by the investor.,-51.088111877441406,9
tensor(792),The sailor frightened the psychic.,-49.43408966064453,7
tensor(793),The psychic frightened the sailor.,-46.69648742675781,7
tensor(794),The psychic was frightened by the sailor.,-50.4713020324707,9
tensor(795),The sailor was frightened by the psychic.,-51.12965393066406,9
tensor(796),The mariner scared the fortune-teller.,-54.47694396972656,11
tensor(797),The fortune-teller scared the mariner.,-52.20298385620117,11
tensor(798),The fortune-teller was scared by the mariner.,-57.756744384765625,13
tensor(799),The mariner was scared by the fortune-teller.,-56.22396469116211,13
tensor(800),The assistant flattered the auditor.,-54.02219772338867,8
tensor(801),The auditor flattered the assistant.,-50.8355712890625,8
tensor(802),The auditor was flattered by the assistant.,-53.58430862426758,10
tensor(803),The assistant was flattered by the auditor.,-52.648681640625,10
tensor(804),The helper complimented the appraiser.,-54.91999053955078,9
tensor(805),The appraiser complimented the helper.,-49.82815933227539,9
tensor(806),The appraiser was complimented by the helper.,-52.90741729736328,11
tensor(807),The helper was complimented by the appraiser.,-54.19306182861328,11
tensor(808),The immigrant believed the trooper.,-56.551795959472656,7
tensor(809),The trooper believed the immigrant.,-53.507328033447266,7
tensor(810),The trooper was believed by the immigrant.,-60.52426528930664,9
tensor(811),The immigrant was believed by the trooper.,-58.75080108642578,9
tensor(812),The foreigner trusted the patrolman.,-51.559593200683594,8
tensor(813),The patrolman trusted the foreigner.,-50.18254089355469,8
tensor(814),The patrolman was trusted by the foreigner.,-52.79853820800781,10
tensor(815),The foreigner was trusted by the patrolman.,-54.41234588623047,10
tensor(816),The mapmaker affronted the farmer.,-56.34554672241211,10
tensor(817),The farmer affronted the mapmaker.,-56.468772888183594,10
tensor(818),The farmer was affronted by the mapmaker.,-56.31459045410156,12
tensor(819),The mapmaker was affronted by the farmer.,-57.097740173339844,12
tensor(820),The cartographer insulted the rancher.,-50.203163146972656,9
tensor(821),The rancher insulted the cartographer.,-50.089237213134766,9
tensor(822),The rancher was insulted by the cartographer.,-51.683998107910156,11
tensor(823),The cartographer was insulted by the rancher.,-51.23858642578125,11
tensor(824),The poet awed the entertainer.,-55.72471237182617,9
tensor(825),The entertainer awed the poet.,-52.978111267089844,9
tensor(826),The entertainer was awed by the poet.,-53.547264099121094,11
tensor(827),The poet was awed by the entertainer.,-52.791099548339844,11
tensor(828),The lyricist dazzled the performer.,-52.749900817871094,9
tensor(829),The performer dazzled the lyricist.,-54.127723693847656,9
tensor(830),The performer was dazzled by the lyricist.,-54.705875396728516,11
tensor(831),The lyricist was dazzled by the performer.,-51.18694305419922,11
tensor(832),The peddler tested the manager.,-49.121639251708984,8
tensor(833),The manager tested the peddler.,-47.622337341308594,8
tensor(834),The manager was tested by the peddler.,-50.869285583496094,10
tensor(835),The peddler was tested by the manager.,-50.40766906738281,10
tensor(836),The traveling salesman challenged the executive.,-48.37608337402344,8
tensor(837),The executive challenged the traveling salesman.,-52.990272521972656,8
tensor(838),The executive was challenged by the traveling salesman.,-53.44218444824219,10
tensor(839),The traveling salesman was challenged by the executive.,-50.65547180175781,10
tensor(840),The musician admired the diva.,-47.856910705566406,8
tensor(841),The diva admired the musician.,-52.12333679199219,8
tensor(842),The diva was admired by the musician.,-54.22910690307617,10
tensor(843),The musician was admired by the diva.,-50.612823486328125,10
tensor(844),The instrumentalist adored the prima donna.,-60.41877746582031,12
tensor(845),The prima donna adored the instrumentalist.,-60.33570861816406,12
tensor(846),The prima donna was adored by the instrumentalist.,-61.043212890625,14
tensor(847),The instrumentalist was adored by the prima donna.,-59.900535583496094,14
tensor(848),The general welcomed the hero.,-44.61005401611328,7
tensor(849),The hero welcomed the general.,-43.96446228027344,7
tensor(850),The hero was welcomed by the general.,-45.136966705322266,9
tensor(851),The general was welcomed by the hero.,-47.20561218261719,9
tensor(852),The commander greeted the champion.,-45.752601623535156,7
tensor(853),The champion greeted the commander.,-49.0155143737793,7
tensor(854),The champion was greeted by the commander.,-49.020816802978516,9
tensor(855),The commander was greeted by the champion.,-48.236961364746094,9
tensor(856),The cobbler disdained the stonecutter.,-58.68196105957031,13
tensor(857),The stonecutter disdained the cobbler.,-58.22130584716797,13
tensor(858),The stonecutter was disdained by the cobbler.,-60.970481872558594,15
tensor(859),The cobbler was disdained by the stonecutter.,-64.0453109741211,15
tensor(860),The shoemaker scorned the mason.,-58.979705810546875,10
tensor(861),The mason scorned the shoemaker.,-65.29710388183594,10
tensor(862),The mason was scorned by the shoemaker.,-60.55371856689453,12
tensor(863),The shoemaker was scorned by the mason.,-60.86221694946289,12
tensor(864),The postman noticed the chaplain.,-50.2843017578125,9
tensor(865),The chaplain noticed the postman.,-50.54901123046875,9
tensor(866),The chaplain was noticed by the postman.,-49.52381896972656,11
tensor(867),The postman was noticed by the chaplain.,-50.647377014160156,11
tensor(868),The mailman saw the minister.,-47.024715423583984,8
tensor(869),The minister saw the mailman.,-44.75202941894531,8
tensor(870),The minister was seen by the mailman.,-51.665225982666016,10
tensor(871),The mailman was seen by the minister.,-48.91685485839844,10
tensor(872),The composer begrudged the playwright.,-49.79515838623047,11
tensor(873),The playwright begrudged the composer.,-50.70564270019531,11
tensor(874),The playwright was begrudged by the composer.,-56.51744079589844,13
tensor(875),The composer was begrudged by the playwright.,-54.525733947753906,13
tensor(876),The songwriter envied the dramatist.,-53.48134994506836,11
tensor(877),The dramatist envied the songwriter.,-54.48041915893555,11
tensor(878),The dramatist was envied by the songwriter.,-56.95964813232422,13
tensor(879),The songwriter was envied by the dramatist.,-57.99736404418945,13
tensor(880),The missionary baffled the oracle.,-51.47249984741211,8
tensor(881),The oracle baffled the missionary.,-50.07310104370117,8
tensor(882),The oracle was baffled by the missionary.,-51.65925216674805,10
tensor(883),The missionary was baffled by the oracle.,-52.0618782043457,10
tensor(884),The evangelist mystified the soothsayer.,-53.63548278808594,11
tensor(885),The soothsayer mystified the evangelist.,-52.07538604736328,11
tensor(886),The soothsayer was mystified by the evangelist.,-55.074623107910156,13
tensor(887),The evangelist was mystified by the soothsayer.,-53.01069641113281,13
tensor(888),The trespasser choked the fighter.,-49.33177185058594,8
tensor(889),The fighter choked the trespasser.,-54.631900787353516,8
tensor(890),The fighter was choked by the trespasser.,-54.20226287841797,10
tensor(891),The trespasser was choked by the fighter.,-51.55287551879883,10
tensor(892),The broker introduced the donor.,-45.22138214111328,7
tensor(893),The donor introduced the broker.,-47.75299835205078,7
tensor(894),The donor was introduced by the broker.,-48.398284912109375,9
tensor(895),The broker was introduced by the donor.,-48.41722869873047,9
tensor(896),The dealer presented the sponsor.,-45.06050491333008,7
tensor(897),The sponsor presented the dealer.,-47.937347412109375,7
tensor(898),The sponsor was presented by the dealer.,-47.42181396484375,9
tensor(899),The dealer was presented by the sponsor.,-48.74260711669922,9
tensor(900),The shrink commended the dean.,-51.607975006103516,8
tensor(901),The dean commended the shrink.,-50.30093002319336,8
tensor(902),The dean was commended by the shrink.,-50.986812591552734,10
tensor(903),The shrink was commended by the dean.,-51.92045211791992,10
tensor(904),The psychiatrist applauded the provost.,-52.50168228149414,8
